itemid,label,fluid,category,count,min,max,linksto,param_type,unitname
51066,24 hr Calcium,Urine,Chemistry,2011,___,93,mimiciv_hosp.labevents,,mg/24hr
51067,24 hr Creatinine,Urine,Chemistry,8704,___,998,mimiciv_hosp.labevents,,mg/24hr
51068,24 hr Protein,Urine,Chemistry,3892,0,990,mimiciv_hosp.labevents,,mg/24hr
51069,"Albumin, Urine",Urine,Chemistry,49080,___,99.9,mimiciv_hosp.labevents,,mg/dL
51070,"Albumin/Creatinine, Urine",Urine,Chemistry,7,106.7,875.8,mimiciv_hosp.labevents,,
51070,"Albumin/Creatinine, Urine",Urine,Chemistry,49230,0.0,999.5,mimiciv_hosp.labevents,,mg/g
51071,"Amphetamine Screen, Urine",Urine,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,N/A
51071,"Amphetamine Screen, Urine",Urine,Chemistry,51945,NEG,POS,mimiciv_hosp.labevents,,
51072,"Amylase, Urine",Urine,Chemistry,115,___,9772,mimiciv_hosp.labevents,,U/L
51073,"Amylase/Creatinine Ratio, Urine",Urine,Chemistry,113,0.1,99.5,mimiciv_hosp.labevents,,Ratio
51074,"Barbiturate Screen, Urine",Urine,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,N/A
51074,"Barbiturate Screen, Urine",Urine,Chemistry,51812,NEG,POS,mimiciv_hosp.labevents,,
51075,"Benzodiazepine Screen, Urine",Urine,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,N/A
51075,"Benzodiazepine Screen, Urine",Urine,Chemistry,52078,-339,POS,mimiciv_hosp.labevents,,
51076,"Bicarbonate, Urine",Urine,Chemistry,415,___,9.8,mimiciv_hosp.labevents,,mEq/L
51077,"Calcium, Urine",Urine,Chemistry,4283,___,9.9,mimiciv_hosp.labevents,,mg/dL
51078,"Chloride, Urine",Urine,Chemistry,34695,___,99,mimiciv_hosp.labevents,,mEq/L
51079,"Cocaine, Urine",Urine,Chemistry,2,NEG,POS,mimiciv_hosp.labevents,,N/A
51079,"Cocaine, Urine",Urine,Chemistry,52529,NEG,POS,mimiciv_hosp.labevents,,
51080,Creatinine Clearance,Urine,Chemistry,622,___,99,mimiciv_hosp.labevents,,mL/min
51081,"Creatinine, Serum",Urine,Chemistry,623,___,7.6,mimiciv_hosp.labevents,,mg/dL
51082,"Creatinine, Urine",Urine,Chemistry,186220,___,99.3,mimiciv_hosp.labevents,,mg/dL
51083,"Ethanol, Urine",Urine,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,N/A
51083,"Ethanol, Urine",Urine,Chemistry,12,0,POS,mimiciv_hosp.labevents,,
51084,"Glucose, Urine",Urine,Chemistry,128,___,952,mimiciv_hosp.labevents,,mg/dL
51085,"HCG, Urine, Qualitative",Urine,Chemistry,1221,NEG,POS,mimiciv_hosp.labevents,,N/A
51085,"HCG, Urine, Qualitative",Urine,Chemistry,5596,___,POS,mimiciv_hosp.labevents,,+/-
51086,"Immunofixation, Urine",Urine,Chemistry,0,,,mimiciv_hosp.labevents,,
51087,Length of Urine Collection,Urine,Chemistry,10564,1,9,mimiciv_hosp.labevents,,
51088,"Magnesium, Urine",Urine,Chemistry,1418,___,9.9,mimiciv_hosp.labevents,,mg/dL
51089,Marijuana,Urine,Chemistry,0,,,mimiciv_hosp.labevents,,N/A
51089,Marijuana,Urine,Chemistry,1613,NEG,POS,mimiciv_hosp.labevents,,
51090,"Methadone, Urine",Urine,Chemistry,1,NEG,NEG,mimiciv_hosp.labevents,,N/A
51090,"Methadone, Urine",Urine,Chemistry,51938,NEG,POS,mimiciv_hosp.labevents,,
51091,"Myoglobin, Urine",Urine,Chemistry,0,,,mimiciv_hosp.labevents,,
51092,"Opiate Screen, Urine",Urine,Chemistry,34,NEG,POS,mimiciv_hosp.labevents,,N/A
51092,"Opiate Screen, Urine",Urine,Chemistry,52473,NEG,POS,mimiciv_hosp.labevents,,
51093,"Osmolality, Urine",Urine,Chemistry,50195,___,999,mimiciv_hosp.labevents,,mOsm/kg
51094,pH,Urine,Chemistry,10434,0,9,mimiciv_hosp.labevents,,
51095,"Phosphate, Urine",Urine,Chemistry,2814,___,___,mimiciv_hosp.labevents,,mg/dL
51096,Porphobilinogen Screen,Urine,Chemistry,480,___,___,mimiciv_hosp.labevents,,+/-
51097,"Potassium, Urine",Urine,Chemistry,39762,___,99,mimiciv_hosp.labevents,,mEq/L
51098,"Prot. Electrophoresis, Urine",Urine,Chemistry,0,,,mimiciv_hosp.labevents,,+/-
51098,"Prot. Electrophoresis, Urine",Urine,Chemistry,0,,,mimiciv_hosp.labevents,,
51099,Protein/Creatinine Ratio,Urine,Chemistry,30985,0.0,9.9,mimiciv_hosp.labevents,,Ratio
51099,Protein/Creatinine Ratio,Urine,Chemistry,44508,0.0,9.9,mimiciv_hosp.labevents,,mg/mg
51100,"Sodium, Urine",Urine,Chemistry,56338,___,99,mimiciv_hosp.labevents,,mEq/L
51101,Total Collection Time,Urine,Chemistry,624,___,8,mimiciv_hosp.labevents,,hrs
51102,"Total Protein, Urine",Urine,Chemistry,81769,___,995,mimiciv_hosp.labevents,,mg/dL
51103,Uhold,Urine,Chemistry,153299,___,HOLD.,mimiciv_hosp.labevents,,
51104,"Urea Nitrogen, Urine",Urine,Chemistry,33966,___,999,mimiciv_hosp.labevents,,mg/dL
51105,"Uric Acid, Urine",Urine,Chemistry,1575,___,___,mimiciv_hosp.labevents,,mg/dL
51106,Urine Creatinine,Urine,Chemistry,623,___,99,mimiciv_hosp.labevents,,mg/dL
51107,"Urine tube, held",Urine,Chemistry,128553,___,HOLD.  SPECIMEN TO BE HELD 48 HOURS AND DISCARDED.,mimiciv_hosp.labevents,,
51108,Urine Volume,Urine,Chemistry,10554,___,995,mimiciv_hosp.labevents,,mL
51109,"Urine Volume, Total",Urine,Chemistry,623,___,960,mimiciv_hosp.labevents,,mL
51110,Atypical Lymphocytes,Ascites,Hematology,433,___,9,mimiciv_hosp.labevents,,%
51111,Bands,Ascites,Hematology,267,___,9,mimiciv_hosp.labevents,,%
51112,Basophils,Ascites,Hematology,334,___,8,mimiciv_hosp.labevents,,%
51113,Blasts,Ascites,Hematology,3,0,1,mimiciv_hosp.labevents,,%
51114,Eosinophils,Ascites,Hematology,1720,___,9,mimiciv_hosp.labevents,,%
51115,"Hematocrit, Ascites",Ascites,Hematology,297,___,O,mimiciv_hosp.labevents,,%
51116,Lymphocytes,Ascites,Hematology,11536,___,99,mimiciv_hosp.labevents,,%
51117,Macrophage,Ascites,Hematology,9685,___,99,mimiciv_hosp.labevents,,%
51118,Mesothelial Cell,Ascites,Hematology,7916,___,9,mimiciv_hosp.labevents,,%
51119,Metamyelocytes,Ascites,Hematology,18,1,7,mimiciv_hosp.labevents,,%
51120,Monocytes,Ascites,Hematology,11536,___,99,mimiciv_hosp.labevents,,%
51121,Myelocytes,Ascites,Hematology,12,0,3,mimiciv_hosp.labevents,,%
51122,Nucleated RBC,Ascites,Hematology,155,___,9,mimiciv_hosp.labevents,,%
51123,Other,Ascites,Hematology,2635,___,8,mimiciv_hosp.labevents,,%
51124,Plasma,Ascites,Hematology,641,___,9,mimiciv_hosp.labevents,,%
51125,Polys,Ascites,Hematology,11536,___,99,mimiciv_hosp.labevents,,%
51126,Promyelocytes,Ascites,Hematology,15,___,1,mimiciv_hosp.labevents,,%
51127,"RBC, Ascites",Ascites,Hematology,11316,___,999,mimiciv_hosp.labevents,,#/uL
51129,Young,Ascites,Hematology,3,___,___,mimiciv_hosp.labevents,,%
51130,Absolute CD3 Count,Blood,Hematology,1,689,689,mimiciv_hosp.labevents,,
51130,Absolute CD3 Count,Blood,Hematology,26154,___,999,mimiciv_hosp.labevents,,#/uL
51131,Absolute CD4 Count,Blood,Hematology,1,142,142,mimiciv_hosp.labevents,,
51131,Absolute CD4 Count,Blood,Hematology,26155,___,999,mimiciv_hosp.labevents,,#/uL
51132,Absolute CD8 Count,Blood,Hematology,1,506,506,mimiciv_hosp.labevents,,
51132,Absolute CD8 Count,Blood,Hematology,26153,___,999,mimiciv_hosp.labevents,,#/uL
51133,Absolute Lymphocyte Count,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51133,Absolute Lymphocyte Count,Blood,Hematology,515337,___,99.98,mimiciv_hosp.labevents,,K/uL
51134,Acanthocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51134,Acanthocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51135,ADP,Blood,Hematology,4,DONE,DONE,mimiciv_hosp.labevents,,
51137,Anisocytosis,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51137,Anisocytosis,Blood,Hematology,5,0,11,mimiciv_hosp.labevents,,N/A
51138,Anticardiolipin Antibody IgG,Blood,Hematology,2468,___,9.9,mimiciv_hosp.labevents,,GPL
51139,Anticardiolipin Antibody IgM,Blood,Hematology,2463,___,9.9,mimiciv_hosp.labevents,,MPL
51140,Antithrombin,Blood,Hematology,2037,___,UNABLE TO REPORT,mimiciv_hosp.labevents,,%
51142,Arachadonic Acid,Blood,Hematology,4,DONE,DONE,mimiciv_hosp.labevents,,
51143,Atypical Lymphocytes,Blood,Hematology,196576,___,9.9,mimiciv_hosp.labevents,,%
51144,Bands,Blood,Hematology,215342,___,9.5,mimiciv_hosp.labevents,,%
51145,Basophilic Stippling,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51145,Basophilic Stippling,Blood,Hematology,4,0,0,mimiciv_hosp.labevents,,N/A
51146,Basophils,Blood,Hematology,1237723,___,E,mimiciv_hosp.labevents,,%
51147,Bite Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51147,Bite Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51148,Blasts,Blood,Hematology,24450,___,99,mimiciv_hosp.labevents,,%
51149,Bleeding Time,Blood,Hematology,59,10,9.30,mimiciv_hosp.labevents,,min
51150,Blood Parasite Smear,Blood,Hematology,1398,NEG,UNABLE TO REPORT,mimiciv_hosp.labevents,,N/A
51150,Blood Parasite Smear,Blood,Hematology,2939,___,UNABLE TO REPORT,mimiciv_hosp.labevents,,
51152,CD10,Blood,Hematology,1256,D,DONE,mimiciv_hosp.labevents,,
51153,CD103,Blood,Hematology,62,D,DONE,mimiciv_hosp.labevents,,
51154,CD117,Blood,Hematology,222,D,DONE,mimiciv_hosp.labevents,,
51155,CD11c,Blood,Hematology,248,D,DONE,mimiciv_hosp.labevents,,
51156,CD13,Blood,Hematology,256,D,DONE,mimiciv_hosp.labevents,,
51157,CD138,Blood,Hematology,12,D,DONE,mimiciv_hosp.labevents,,
51158,CD14,Blood,Hematology,212,D,DONE,mimiciv_hosp.labevents,,
51159,CD15,Blood,Hematology,218,D,DONE,mimiciv_hosp.labevents,,
51161,CD16,Blood,Hematology,102,D,DONE,mimiciv_hosp.labevents,,
51162,CD16/56 Absolute Count,Blood,Hematology,1085,___,995,mimiciv_hosp.labevents,,#/uL
51163,CD16/56%,Blood,Hematology,1085,___,9.99,mimiciv_hosp.labevents,,%
51164,CD19,Blood,Hematology,1304,___,ODNE,mimiciv_hosp.labevents,,
51165,CD19 %,Blood,Hematology,1130,___,99.1,mimiciv_hosp.labevents,,%
51166,CD19 Absolute Count,Blood,Hematology,1130,___,997.85,mimiciv_hosp.labevents,,#/uL
51167,CD2,Blood,Hematology,916,D,DONE,mimiciv_hosp.labevents,,
51168,CD20,Blood,Hematology,1258,___,DONE,mimiciv_hosp.labevents,,
51169,CD20 %,Blood,Hematology,1130,___,98.7,mimiciv_hosp.labevents,,%
51170,CD20 Absolute Count,Blood,Hematology,1129,___,99.94,mimiciv_hosp.labevents,,#/uL
51171,CD22,Blood,Hematology,67,D,DONE,mimiciv_hosp.labevents,,
51172,CD23,Blood,Hematology,1018,D,DONE,mimiciv_hosp.labevents,,
51173,CD25,Blood,Hematology,80,D,DONE,mimiciv_hosp.labevents,,
51174,CD3 %,Blood,Hematology,1246,___,99.1,mimiciv_hosp.labevents,,%
51175,CD3 Absolute Count,Blood,Hematology,1246,___,999.86,mimiciv_hosp.labevents,,#/uL
51176,"CD3 Cells, Percent",Blood,Hematology,27383,___,DONE,mimiciv_hosp.labevents,,%
51177,CD33,Blood,Hematology,214,D,DONE,mimiciv_hosp.labevents,,
51178,CD34,Blood,Hematology,279,___,NOT DONE,mimiciv_hosp.labevents,,%
51179,CD38,Blood,Hematology,87,D,DONE,mimiciv_hosp.labevents,,
51180,"CD4 Cells, Percent",Blood,Hematology,26878,___,DONE,mimiciv_hosp.labevents,,%
51181,CD4/CD8 Ratio,Blood,Hematology,1,0.3,0.3,mimiciv_hosp.labevents,,
51181,CD4/CD8 Ratio,Blood,Hematology,26154,___,9.96,mimiciv_hosp.labevents,,Ratio
51182,CD41,Blood,Hematology,179,D,ODNE,mimiciv_hosp.labevents,,
51183,CD45,Blood,Hematology,1352,D,DONE,mimiciv_hosp.labevents,,
51184,CD5,Blood,Hematology,1245,D,ONE,mimiciv_hosp.labevents,,
51185,CD5 %,Blood,Hematology,181,___,9.93,mimiciv_hosp.labevents,,%
51186,CD5 Absolute Count,Blood,Hematology,181,___,978.43,mimiciv_hosp.labevents,,#/uL
51187,CD55,Blood,Hematology,200,D,DONE,mimiciv_hosp.labevents,,
51188,CD56,Blood,Hematology,332,___,DONE,mimiciv_hosp.labevents,,
51189,CD57,Blood,Hematology,150,D,DONE,mimiciv_hosp.labevents,,
51190,CD59,Blood,Hematology,200,D,DONE,mimiciv_hosp.labevents,,
51191,CD64,Blood,Hematology,193,D,DONE,mimiciv_hosp.labevents,,
51192,CD7,Blood,Hematology,925,D,DONE,mimiciv_hosp.labevents,,
51193,CD71,Blood,Hematology,183,D,DONE,mimiciv_hosp.labevents,,
51194,"CD8 Cells, Percent",Blood,Hematology,26869,___,DONE',mimiciv_hosp.labevents,,%
51195,Collagen,Blood,Hematology,4,DONE,DONE,mimiciv_hosp.labevents,,
51196,D-Dimer,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51196,D-Dimer,Blood,Hematology,3038,___,997,mimiciv_hosp.labevents,,ng/mL
51196,D-Dimer,Blood,Hematology,4135,___,7076,mimiciv_hosp.labevents,,ng/mL FEU
51197,Elliptocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51197,Elliptocytes,Blood,Hematology,1,8,8,mimiciv_hosp.labevents,,N/A
51198,Envelope Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51198,Envelope Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51199,Eosinophil Count,Blood,Hematology,504,___,993,mimiciv_hosp.labevents,,#/uL
51200,Eosinophils,Blood,Hematology,1237723,___,9.9,mimiciv_hosp.labevents,,%
51201,Epinepherine,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51202,Factor II,Blood,Hematology,183,___,98,mimiciv_hosp.labevents,,%
51203,Factor IX,Blood,Hematology,271,___,99,mimiciv_hosp.labevents,,%
51204,Factor V,Blood,Hematology,245,___,NOT DONE,mimiciv_hosp.labevents,,%
51205,Factor VII,Blood,Hematology,401,___,UNABLE TO REPORT,mimiciv_hosp.labevents,,%
51206,Factor VIII,Blood,Hematology,2209,___,UNABLE TO REPORT,mimiciv_hosp.labevents,,%
51207,Factor VIII Inhibitor,Blood,Hematology,7,___,FACTOR VIII INHIBITOR IN BETHESDA UNITS/ML=6.80,mimiciv_hosp.labevents,,N/A
51207,Factor VIII Inhibitor,Blood,Hematology,50,CANCELLED,UNABLE TO REPORT,mimiciv_hosp.labevents,,
51208,Factor X,Blood,Hematology,207,___,99,mimiciv_hosp.labevents,,%
51209,Factor XI,Blood,Hematology,252,___,99,mimiciv_hosp.labevents,,%
51210,Factor XII,Blood,Hematology,54,___,98,mimiciv_hosp.labevents,,%
51211,Factor XIII,Blood,Hematology,0,,,mimiciv_hosp.labevents,,%
51211,Factor XIII,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51212,Fetal Hemoglobin,Blood,Hematology,381,___,.4,mimiciv_hosp.labevents,,%
51213,Fibrin Degradation Products,Blood,Hematology,4235,___,80-160,mimiciv_hosp.labevents,,ug/mL
51214,"Fibrinogen, Functional",Blood,Hematology,109533,___,UNABLE TO REPORT,mimiciv_hosp.labevents,,mg/dL
51215,FMC-7,Blood,Hematology,1032,D,DONE,mimiciv_hosp.labevents,,
51216,Fragmented Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51216,Fragmented Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51217,Glyco A,Blood,Hematology,179,D,DONE,mimiciv_hosp.labevents,,
51218,Granulocyte Count,Blood,Hematology,93957,___,O,mimiciv_hosp.labevents,,#/uL
51219,H/O Smear,Blood,Hematology,7481,___,SWENT,mimiciv_hosp.labevents,,
51220,Heinz Body Prep,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51220,Heinz Body Prep,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51221,Hematocrit,Blood,Hematology,3318139,___,ERROR,mimiciv_hosp.labevents,,%
51222,Hemoglobin,Blood,Hematology,3183429,___,9.9,mimiciv_hosp.labevents,,g/dL
51223,Hemoglobin A2,Blood,Hematology,3142,___,8.3,mimiciv_hosp.labevents,,%
51224,Hemoglobin C,Blood,Hematology,5272,___,87.7,mimiciv_hosp.labevents,,%
51225,Hemoglobin F,Blood,Hematology,2715,___,9.8,mimiciv_hosp.labevents,,%
51226,Hemogloblin A,Blood,Hematology,5271,___,98.5,mimiciv_hosp.labevents,,%
51227,Hemogloblin S,Blood,Hematology,5272,___,97.5,mimiciv_hosp.labevents,,%
51228,Heparin,Blood,Hematology,1047,___,LESS THAN 0.04,mimiciv_hosp.labevents,,U/mL
51228,Heparin,Blood,Hematology,2496,___,GREATER THAN 2.00,mimiciv_hosp.labevents,,IU/mL
51229,"Heparin, LMW",Blood,Hematology,675,___,GREATER THAN 2.00,mimiciv_hosp.labevents,,IU/mL
51229,"Heparin, LMW",Blood,Hematology,1545,___,___,mimiciv_hosp.labevents,,U/mL
51230,HLA-DR,Blood,Hematology,1227,D,DONE,mimiciv_hosp.labevents,,
51231,Howell-Jolly Bodies,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51231,Howell-Jolly Bodies,Blood,Hematology,1,0,0,mimiciv_hosp.labevents,,N/A
51232,Hypersegmented Neutrophils,Blood,Hematology,588,-,9,mimiciv_hosp.labevents,,%
51233,Hypochromia,Blood,Hematology,1,___,___,mimiciv_hosp.labevents,,
51233,Hypochromia,Blood,Hematology,22,0,4,mimiciv_hosp.labevents,,N/A
51234,Immunophenotyping,Blood,Hematology,2519,CANCEL,SENT,mimiciv_hosp.labevents,,
51235,Inhibitor Screen,Blood,Hematology,470,BORDERLINE,PT INHIBITOR STUDY IS BORDERLINE POSITIVE,mimiciv_hosp.labevents,,
51236,Inpatient Hematology/Oncology Smear,Blood,Hematology,1342,___,UNABLE,mimiciv_hosp.labevents,,
51237,INR(PT),Blood,Hematology,1388669,___,UNABLE TO RESULT,mimiciv_hosp.labevents,,
51238,Kappa,Blood,Hematology,1245,D,DONE,mimiciv_hosp.labevents,,
51239,Lambda,Blood,Hematology,1245,D,DONE,mimiciv_hosp.labevents,,
51240,Large Platelets,Blood,Hematology,7,___,A,mimiciv_hosp.labevents,,
51241,Leukocyte Alkaline Phosphatase,Blood,Hematology,48,___,94,mimiciv_hosp.labevents,,Score
51242,LUC,Blood,Hematology,1,3.6,3.6,mimiciv_hosp.labevents,,%
51243,Lupus Anticoagulant,Blood,Hematology,537,INDERTERMINATE,PRESENT,mimiciv_hosp.labevents,,N/A
51243,Lupus Anticoagulant,Blood,Hematology,3125,BODERLINE POSITIVE BY DRVVT,POSITIVE,mimiciv_hosp.labevents,,
51244,Lymphocytes,Blood,Hematology,1237726,___,99.2,mimiciv_hosp.labevents,,%
51245,"Lymphocytes, Percent",Blood,Hematology,26158,___,9.9,mimiciv_hosp.labevents,,%
51246,Macrocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51246,Macrocytes,Blood,Hematology,28,0,4,mimiciv_hosp.labevents,,N/A
51247,MacroOvalocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51247,MacroOvalocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51248,MCH,Blood,Hematology,3160644,___,ERROR,mimiciv_hosp.labevents,,pg
51249,MCHC,Blood,Hematology,1362393,___,ERROR,mimiciv_hosp.labevents,,g/dL
51249,MCHC,Blood,Hematology,1798648,___,82.6,mimiciv_hosp.labevents,,%
51250,MCV,Blood,Hematology,3160803,___,ERROR,mimiciv_hosp.labevents,,fL
51251,Metamyelocytes,Blood,Hematology,199288,___,9.9,mimiciv_hosp.labevents,,%
51252,Microcytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51252,Microcytes,Blood,Hematology,28,0,0,mimiciv_hosp.labevents,,N/A
51253,Monocyte Count,Blood,Hematology,35,0,800,mimiciv_hosp.labevents,,#/uL
51254,Monocytes,Blood,Hematology,1237726,___,9.9,mimiciv_hosp.labevents,,%
51255,Myelocytes,Blood,Hematology,197942,___,9.0,mimiciv_hosp.labevents,,%
51256,Neutrophils,Blood,Hematology,1237724,___,99.3,mimiciv_hosp.labevents,,%
51257,Nucleated Red Cells,Blood,Hematology,66889,___,99.8,mimiciv_hosp.labevents,,%
51258,Osmotic Fragility,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51259,Other Cells,Blood,Hematology,9692,___,8,mimiciv_hosp.labevents,,%
51260,Ovalocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51260,Ovalocytes,Blood,Hematology,3,1,11,mimiciv_hosp.labevents,,N/A
51261,Pappenheimer Bodies,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51261,Pappenheimer Bodies,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51262,Pencil Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51262,Pencil Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51263,Plasma Cells,Blood,Hematology,1779,___,9,mimiciv_hosp.labevents,,%
51264,Platelet Clumps,Blood,Hematology,2,___,8,mimiciv_hosp.labevents,,
51265,Platelet Count,Blood,Hematology,3206338,___,999,mimiciv_hosp.labevents,,K/uL
51266,Platelet Smear,Blood,Hematology,1,___,___,mimiciv_hosp.labevents,,
51266,Platelet Smear,Blood,Hematology,5,0,44,mimiciv_hosp.labevents,,N/A
51267,Poikilocytosis,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51267,Poikilocytosis,Blood,Hematology,5,0,11,mimiciv_hosp.labevents,,N/A
51268,Polychromasia,Blood,Hematology,1,___,___,mimiciv_hosp.labevents,,
51268,Polychromasia,Blood,Hematology,2,0,1,mimiciv_hosp.labevents,,N/A
51269,Promyelocytes,Blood,Hematology,9681,___,90,mimiciv_hosp.labevents,,%
51270,"Protein C, Antigen",Blood,Hematology,130,___,99,mimiciv_hosp.labevents,,%
51271,"Protein C, Functional",Blood,Hematology,1543,___,UNABLE TO REPORT,mimiciv_hosp.labevents,,%
51272,"Protein S, Antigen",Blood,Hematology,171,___,99,mimiciv_hosp.labevents,,%
51273,"Protein S, Functional",Blood,Hematology,1420,___,TEST CANCELLED BY ___,mimiciv_hosp.labevents,,%
51274,PT,Blood,Hematology,1388120,___,UNABLE TO RPEORT,mimiciv_hosp.labevents,,sec
51275,PTT,Blood,Hematology,1249153,___,Y,mimiciv_hosp.labevents,,sec
51276,Quantitative G6PD,Blood,Hematology,2514,___,9.9,mimiciv_hosp.labevents,,U/g/Hb
51277,RDW,Blood,Hematology,3158707,___,L,mimiciv_hosp.labevents,,%
51278,Red Blood Cell Fragments,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51279,Red Blood Cells,Blood,Hematology,3160847,___,ERROR,mimiciv_hosp.labevents,,m/uL
51280,Reptilase Time,Blood,Hematology,1,___,___,mimiciv_hosp.labevents,,sec
51281,Reptilase Time Control,Blood,Hematology,2,17.2,17.2,mimiciv_hosp.labevents,,sec
51282,"Reticulocyte Count, Absolute",Blood,Hematology,0,,,mimiciv_hosp.labevents,,/mm3
51282,"Reticulocyte Count, Absolute",Blood,Hematology,23230,___,VOID,mimiciv_hosp.labevents,,m/uL
51283,"Reticulocyte Count, Automated",Blood,Hematology,47250,___,VOID,mimiciv_hosp.labevents,,%
51284,"Reticulocyte Count, Manual",Blood,Hematology,3240,___,9.9,mimiciv_hosp.labevents,,%
51286,Ristocetin,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51287,Schistocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51287,Schistocytes,Blood,Hematology,2,1,4,mimiciv_hosp.labevents,,N/A
51288,Sedimentation Rate,Blood,Hematology,60150,___,99,mimiciv_hosp.labevents,,mm/hr
51289,Serum Viscosity,Blood,Hematology,1327,___,9.5,mimiciv_hosp.labevents,, 
51290,Sickle Cell Preparation,Blood,Hematology,0,,,mimiciv_hosp.labevents,,N/A
51290,Sickle Cell Preparation,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51291,Sickle Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51291,Sickle Cells,Blood,Hematology,4,0,0,mimiciv_hosp.labevents,,N/A
51292,Spherocytes,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51292,Spherocytes,Blood,Hematology,6,0,0,mimiciv_hosp.labevents,,N/A
51294,Target Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51294,Target Cells,Blood,Hematology,4,0,23,mimiciv_hosp.labevents,,N/A
51295,TdT,Blood,Hematology,46,D,DONE,mimiciv_hosp.labevents,,
51296,Teardrop Cells,Blood,Hematology,0,,,mimiciv_hosp.labevents,,
51296,Teardrop Cells,Blood,Hematology,6,0,11,mimiciv_hosp.labevents,,N/A
51297,Thrombin,Blood,Hematology,1903,___,99.5,mimiciv_hosp.labevents,,sec
51298,Von Willebrand Factor Activity,Blood,Hematology,990,___,99,mimiciv_hosp.labevents,,%
51299,Von Willebrand Factor Antigen,Blood,Hematology,1051,___,DONE,mimiciv_hosp.labevents,,%
51300,WBC Count,Blood,Hematology,1,3.6,3.6,mimiciv_hosp.labevents,,
51300,WBC Count,Blood,Hematology,26157,___,9.9,mimiciv_hosp.labevents,,K/uL
51301,White Blood Cells,Blood,Hematology,3164431,___,99.9,mimiciv_hosp.labevents,,K/uL
51302,Young Cells,Blood,Hematology,135,___,6,mimiciv_hosp.labevents,,%
51304,CD103,Bone Marrow,Hematology,34,D,DONE,mimiciv_hosp.labevents,,
51305,CD117,Bone Marrow,Hematology,695,D,SONE,mimiciv_hosp.labevents,,
51306,CD11c,Bone Marrow,Hematology,406,D,DONE,mimiciv_hosp.labevents,,
51307,CD13,Bone Marrow,Hematology,819,D,ODNE,mimiciv_hosp.labevents,,
51308,CD138,Bone Marrow,Hematology,15,D,DONE,mimiciv_hosp.labevents,,
51309,CD14,Bone Marrow,Hematology,563,D,DONE,mimiciv_hosp.labevents,,
51310,CD15,Bone Marrow,Hematology,667,D,DONE,mimiciv_hosp.labevents,,
51311,CD16,Bone Marrow,Hematology,27,D,DONE,mimiciv_hosp.labevents,,
51312,CD16/56,Bone Marrow,Hematology,138,D,DONE,mimiciv_hosp.labevents,,
51313,CD19,Bone Marrow,Hematology,1571,D,DONE,mimiciv_hosp.labevents,,
51314,CD2,Bone Marrow,Hematology,830,D,SONE,mimiciv_hosp.labevents,,
51315,CD20,Bone Marrow,Hematology,1423,D,DONE,mimiciv_hosp.labevents,,
